timestamp,equity
2026-01-08 15:16:11.733831,10000.0
2026-01-08 15:21:11.733831,10000.0
2026-01-08 15:26:11.733831,10000.0
2026-01-08 15:31:11.733831,10000.0
2026-01-08 15:36:11.733831,10000.0
2026-01-08 15:41:11.733831,10000.0
2026-01-08 15:46:11.733831,10000.0
2026-01-08 15:51:11.733831,10000.0
2026-01-08 15:56:11.733831,10000.0
2026-01-08 16:01:11.733831,10000.0
2026-01-08 16:06:11.733831,10000.0
2026-01-08 16:11:11.733831,10000.0
2026-01-08 16:16:11.733831,10000.0
2026-01-08 16:21:11.733831,10000.0
2026-01-08 16:26:11.733831,10000.0
2026-01-08 16:31:11.733831,10000.0
2026-01-08 16:36:11.733831,10000.0
2026-01-08 16:41:11.733831,10000.0
2026-01-08 16:46:11.733831,10000.0
2026-01-08 16:51:11.733831,10000.0
2026-01-08 16:56:11.733831,10000.0
2026-01-08 17:01:11.733831,10000.0
2026-01-08 17:06:11.733831,10000.0
2026-01-08 17:11:11.733831,10000.0
2026-01-08 17:16:11.733831,10000.0
2026-01-08 17:21:11.733831,10000.0
2026-01-08 17:26:11.733831,10000.0
2026-01-08 17:31:11.733831,10000.0
2026-01-08 17:36:11.733831,10000.0
2026-01-08 17:41:11.733831,10000.0
2026-01-08 17:46:11.733831,10000.0
2026-01-08 17:51:11.733831,10000.0
2026-01-08 17:56:11.733831,10000.0
2026-01-08 18:01:11.733831,10000.0
2026-01-08 18:06:11.733831,10000.0
2026-01-08 18:11:11.733831,10000.0
2026-01-08 18:16:11.733831,10000.0
2026-01-08 18:21:11.733831,10000.0
2026-01-08 18:26:11.733831,10000.0
2026-01-08 18:31:11.733831,10000.0
2026-01-08 18:36:11.733831,10000.0
2026-01-08 18:41:11.733831,10000.0
2026-01-08 18:46:11.733831,10000.0
2026-01-08 18:51:11.733831,10000.0
2026-01-08 18:56:11.733831,10000.0
2026-01-08 19:01:11.733831,10000.0
2026-01-08 19:06:11.733831,10000.0
2026-01-08 19:11:11.733831,10000.0
