entry_ts,exit_ts,path,side,entry,exit,sl0,tp0,lot,reason,regime,bars,pnl,risk_usd,r,max_fav_pct,stage,balance,rr,mfe_pts,mae_pts,pts,stop_pts,mins,month
2022-03-01 14:00:00+00:00,2022-03-01 18:35:00+00:00,HTF,buy,1919.038,1937.0356891729268,1895.0264458646338,1943.0495541353662,0.02,stop_loss,RANGING,55,35.995378345853624,48.02310827073234,0.749542868881542,97.28649744330123,trail,1035.9953783458536,1.0,23.3599999999999,2.9400000000000546,17.997689172926812,24.01155413536617,275.0,2022-03
2022-03-03 08:00:00+00:00,2022-03-04 01:50:00+00:00,HTF,buy,1932.468,1934.6077965710008,1909.070034289992,1955.8659657100081,0.02,stop_loss,RANGING,202,4.279593142001431,46.79593142001613,0.09145224835018266,78.78890083215525,locked,1040.274971487855,1.0,18.434999999999945,9.25,2.1397965710007156,23.397965710008066,1070.0,2022-03
2022-03-07 07:35:00+00:00,2022-03-08 15:10:00+00:00,HTF,buy,1988.6280000000002,2048.358,1960.5968410311718,2030.6747384532428,0.02,stop_gap,WEAK,367,119.46000000000004,56.062317937656644,2.1308430402903418,177.82592122608216,trail,1159.734971487855,1.5,74.76999999999998,27.750000000000227,59.73000000000002,28.031158968828322,1895.0,2022-03
2022-03-08 16:15:00+00:00,2022-03-09 14:05:00+00:00,HTF,buy,2059.048,1979.2155755250426,1979.4155755250426,2178.4966367124352,0.02,stop_loss,WEAK,250,-159.66484894991436,159.26484894991427,-1.0025115397568103,9.468504883172892,raw,1000.0701225379407,1.5,11.3100000000004,83.03999999999974,-79.83242447495718,79.63242447495713,1310.0,2022-03
2022-03-09 16:35:00+00:00,2022-03-29 16:40:00+00:00,HTF,sell,2001.408,1917.9101573464059,2056.8323146928115,1862.847213267971,0.02,stop_loss,STRONG,3877,166.99568530718807,110.8486293856231,1.5065200736604432,80.40514392824748,trail,1167.0658078451288,2.5,111.40999999999985,7.653999999999996,83.49784265359403,55.42431469281155,28805.0,2022-03
2022-03-31 16:50:00+00:00,2022-04-01 14:30:00+00:00,HTF,buy,1942.8780000000002,1918.8967822470502,1919.0967822470502,1978.549826629425,0.02,stop_loss,WEAK,248,-47.962435505899975,47.562435505899884,-1.0084099982632402,19.188812703954746,raw,1119.1033723392288,1.5,6.8449999999998,24.248000000000047,-23.981217752949988,23.781217752949942,1300.0,2022-03
2022-04-01 17:30:00+00:00,2022-04-11 08:20:00+00:00,HTF,sell,1920.138,1954.026569859421,1953.826569859421,1886.449430140579,0.02,stop_loss,RANGING,1546,-67.77713971884214,67.37713971884205,-1.0059367316818324,15.138665788668652,raw,1051.3262326203867,1.0,5.099999999999909,35.25999999999999,-33.88856985942107,33.68856985942102,13850.0,2022-04
2022-04-11 11:00:00+00:00,2022-04-11 13:45:00+00:00,HTF,buy,1955.892,1958.0138065608655,1940.4132895942303,1979.1100656086546,0.02,stop_loss,WEAK,33,4.243613121730959,30.957420811539578,0.13707902695011095,58.85933923326463,locked,1055.5698457421176,1.5,13.66599999999994,0.9500000000000455,2.1218065608654797,15.478710405769789,165.0,2022-04
2022-04-12 06:10:00+00:00,2022-04-12 09:05:00+00:00,HTF,buy,1956.722,1949.9494023680156,1950.1494023680157,1973.1534940799606,0.02,stop_loss,STRONG,35,-13.54519526396871,13.145195263968617,-1.030429369208117,16.346657138596328,raw,1042.024650478149,2.5,2.685999999999922,6.783999999999878,-6.772597631984354,6.5725976319843085,175.0,2022-04
2022-04-12 09:35:00+00:00,2022-04-12 12:35:00+00:00,HTF,buy,1952.349,1964.2022261301986,1944.8494522603974,1971.0978693490065,0.02,stop_loss,STRONG,36,23.706452260397327,14.999095479205153,1.580525458569426,84.2877493348017,trail,1065.7311027385463,2.5,15.803000000000111,1.0069999999998345,11.853226130198664,7.499547739602576,180.0,2022-04
2022-04-12 14:55:00+00:00,2022-04-18 17:40:00+00:00,HTF,buy,1975.772,1979.057076478829,1952.5381568078062,2010.6227647882906,0.02,stop_loss,WEAK,861,6.570152957658138,46.467686384387434,0.14139186752938118,64.54951601968402,locked,1072.3012556962044,1.5,22.496000000000095,15.3599999999999,3.285076478829069,23.233843192193717,8805.0,2022-04
2022-04-20 06:25:00+00:00,2022-04-20 19:55:00+00:00,HTF,sell,1939.6879999999999,1958.0699931788058,1957.8699931788058,1894.2330170529851,0.02,stop_loss,STRONG,162,-36.763986357611884,36.36398635761179,-1.010999894127844,1.1615888198995994,raw,1035.5372693385925,2.5,0.5279999999997926,18.38000000000011,-18.381993178805942,18.181993178805897,810.0,2022-04
2022-04-21 06:10:00+00:00,2022-04-21 11:25:00+00:00,HTF,sell,1952.095,1942.9481389030436,1958.067277806087,1937.1643054847823,0.02,stop_loss,STRONG,63,18.2937221939128,11.9445556121741,1.531553185224197,84.724792856132,trail,1053.8309915325053,2.5,12.650000000000091,1.196999999999889,9.1468610969564,5.97227780608705,315.0,2022-04
2022-04-21 13:35:00+00:00,2022-04-21 17:05:00+00:00,HTF,sell,1945.408,1944.1156769248255,1955.3568205011632,1930.484769248255,0.02,stop_loss,WEAK,42,2.584646150348817,19.89764100232651,0.12989711443917448,51.06132932447536,locked,1056.4156376828541,1.5,7.619999999999891,1.7100000000000364,1.2923230751744086,9.948820501163254,210.0,2022-04
2022-04-22 06:20:00+00:00,2022-04-22 08:30:00+00:00,HTF,sell,1953.8619999999999,1948.4904567509639,1959.570189169879,1945.2997162451811,0.02,stop_loss,WEAK,26,10.743086498071989,11.416378339758467,0.9410240426824605,96.28272358248235,trail,1067.1587241809261,1.5,8.243999999999915,1.1700000000000728,5.3715432490359944,5.708189169879233,130.0,2022-04
2022-04-22 11:10:00+00:00,2022-04-25 13:15:00+00:00,HTF,sell,1933.2179999999998,1898.6657723291182,1956.8605744303936,1897.7541383544092,0.02,stop_loss,WEAK,301,69.10445534176324,47.28514886078756,1.4614410022312505,117.9933545257402,trail,1136.2631795226894,1.5,41.8449999999998,13.067000000000235,34.55222767088162,23.64257443039378,4445.0,2022-04
2022-04-25 13:55:00+00:00,2022-05-04 18:55:00+00:00,HTF,sell,1896.463,1888.6227028226774,1928.6241887092906,1816.0600282267733,0.02,stop_loss,STRONG,1992,15.680594354645109,64.32237741858125,0.24378132438424682,57.40459460898818,locked,1151.9437738773345,2.5,46.15499999999997,23.375,7.8402971773225545,32.16118870929063,13260.0,2022-04
2022-05-05 06:20:00+00:00,2022-05-05 13:20:00+00:00,HTF,buy,1900.4080000000001,1901.9687160278136,1888.6698931479104,1918.0151602781348,0.02,stop_loss,WEAK,84,3.121432055626883,23.476213704179372,0.13296147730462973,52.39345728825974,locked,1155.0652059329614,1.5,9.224999999999909,11.025000000000091,1.5607160278134415,11.738106852089686,420.0,2022-05
