2026-02-12 18:37:33 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4734.09
2026-02-12 18:37:43 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4735.04
2026-02-12 18:37:54 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4734.48
2026-02-12 18:38:01 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:38:01 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=911e2263-56fb-4aac-9fe3-615b98b1f2f9
2026-02-12 18:38:01 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:38:01 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:38:04 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4735.73
2026-02-12 18:38:15 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4734.58
2026-02-12 18:38:25 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4734.53
2026-02-12 18:38:25 | INFO     | __main__ | System metrics | iteration=3900 | positions=1 | daily_pnl=0.0 | total_pnl=-11.57 | kill_switch=False
2026-02-12 18:38:25 | INFO     | src.monitoring.performance_dashboard | Dashboard snapshot saved to data/metrics/dashboard_snapshot.json
2026-02-12 18:38:32 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:38:32 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=0f19a750-3aa2-423e-8f4d-0012ef71d0c6
2026-02-12 18:38:32 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:38:32 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:38:36 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4735.42
2026-02-12 18:38:47 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4732.95
2026-02-12 18:38:57 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4733.42
2026-02-12 18:39:02 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:39:02 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=95573af0-cef9-4ed8-b965-e6150616291a
2026-02-12 18:39:02 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:39:02 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:39:08 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4726.7
2026-02-12 18:39:18 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4726.33
2026-02-12 18:39:29 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.19
2026-02-12 18:39:29 | INFO     | __main__ | System metrics | iteration=3960 | positions=1 | daily_pnl=0.0 | total_pnl=-11.57 | kill_switch=False
2026-02-12 18:39:33 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:39:33 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=04fd8f54-b37e-46bd-8683-e8a3c1eaf662
2026-02-12 18:39:33 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:39:33 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:39:40 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.15
2026-02-12 18:39:50 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4724.76
2026-02-12 18:40:01 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.73
2026-02-12 18:40:04 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:40:04 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=818df221-b1bf-4126-9024-26a50c24696d
2026-02-12 18:40:04 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:40:04 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:40:11 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4722.79
2026-02-12 18:40:22 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4723.18
2026-02-12 18:40:32 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4724.56
2026-02-12 18:40:32 | INFO     | __main__ | System metrics | iteration=4020 | positions=1 | daily_pnl=0.0 | total_pnl=-11.57 | kill_switch=False
2026-02-12 18:40:34 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:40:35 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=c3d6c783-7d98-4557-ad2b-3bb2b3c26053
2026-02-12 18:40:35 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:40:35 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:40:43 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.61
2026-02-12 18:40:53 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.66
2026-02-12 18:41:00 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:00 | INFO     | src.strategies.strategy_manager | Signal generated | strategy=mean_reversion | symbol=BTCUSD | side=BUY
2026-02-12 18:41:00 | INFO     | src.risk.risk_engine | Position size capped by exposure limit (and user 0.1 cap) | risk_size=0.77 | exposure_limit=0.13 | final_size=0.1 | symbol=BTCUSD
2026-02-12 18:41:00 | INFO     | src.execution.execution_engine | Order created from signal | order_id=dc26434d-c689-480b-b395-1fbeb49f8792 | strategy=zscore_mean_reversion | symbol=BTCUSD | side=BUY | quantity=0.1
2026-02-12 18:41:00 | INFO     | src.risk.risk_engine | Order validated successfully | order_id=dc26434d-c689-480b-b395-1fbeb49f8792 | symbol=BTCUSD | side=BUY | quantity=0.1
2026-02-12 18:41:00 | INFO     | src.execution.execution_engine | Sending order to MT5 | order_id=dc26434d-c689-480b-b395-1fbeb49f8792 | symbol=BTCUSD | side=BUY | quantity=0.1 | attempt=1
2026-02-12 18:41:00 | ERROR    | src.execution.execution_engine | Order rejected by MT5 | order_id=dc26434d-c689-480b-b395-1fbeb49f8792 | reason=Invalid stops [symbol=BTCUSD, side=BUY]
2026-02-12 18:41:00 | ERROR    | src.execution.execution_engine | Error submitting signal | signal_id=17527464-8f76-4b4b-9e54-fcb4fe038cc5 | error=Invalid stops [symbol=BTCUSD, side=BUY]
Traceback (most recent call last):
  File "/Users/varadbandekar/Documents/Quant_trading/src/execution/execution_engine.py", line 186, in submit_signal
    submitted_order = self._submit_order(order)
  File "/Users/varadbandekar/Documents/Quant_trading/src/execution/execution_engine.py", line 237, in _submit_order
    result = self.connector.place_order(
        symbol=order.symbol.ticker if order.symbol else "",
    ...<6 lines>...
        comment=f"Order-{str(order.order_id)[:8]}"
    )
  File "/Users/varadbandekar/Documents/Quant_trading/src/connectors/mt5_connector.py", line 227, in place_order
    raise OrderRejectedError(error_msg, symbol=symbol, side=side.value)
src.core.exceptions.OrderRejectedError: Invalid stops [symbol=BTCUSD, side=BUY]
2026-02-12 18:41:01 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:01 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=30.0
2026-02-12 18:41:02 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:02 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=30.0
2026-02-12 18:41:03 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:03 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.9
2026-02-12 18:41:04 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:04 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.9
2026-02-12 18:41:04 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4728.27
2026-02-12 18:41:05 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:05 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.9
2026-02-12 18:41:05 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:41:06 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=c0bc1d02-2159-4105-8a57-ae3d318a0950
2026-02-12 18:41:06 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:41:06 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:41:07 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:07 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.9
2026-02-12 18:41:08 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:08 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.9
2026-02-12 18:41:09 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:09 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.8
2026-02-12 18:41:10 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:10 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.8
2026-02-12 18:41:11 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:11 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.8
2026-02-12 18:41:12 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:12 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.8
2026-02-12 18:41:13 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:13 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.8
2026-02-12 18:41:14 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:14 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.8
2026-02-12 18:41:15 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:15 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.7
2026-02-12 18:41:15 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.98
2026-02-12 18:41:16 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:16 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.7
2026-02-12 18:41:17 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:17 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.7
2026-02-12 18:41:18 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:18 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.7
2026-02-12 18:41:19 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:19 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.7
2026-02-12 18:41:20 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:20 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.7
2026-02-12 18:41:21 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:21 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.6
2026-02-12 18:41:22 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:22 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.6
2026-02-12 18:41:23 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:23 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.6
2026-02-12 18:41:24 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:24 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.6
2026-02-12 18:41:25 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:25 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.6
2026-02-12 18:41:26 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.97
2026-02-12 18:41:27 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:27 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.5
2026-02-12 18:41:28 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:28 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.5
2026-02-12 18:41:29 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:29 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.5
2026-02-12 18:41:30 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:30 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.5
2026-02-12 18:41:31 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:31 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.5
2026-02-12 18:41:32 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:32 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.5
2026-02-12 18:41:33 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:33 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.4
2026-02-12 18:41:34 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:34 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.4
2026-02-12 18:41:35 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:35 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.4
2026-02-12 18:41:36 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:36 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.4
2026-02-12 18:41:36 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.64
2026-02-12 18:41:36 | INFO     | src.portfolio.portfolio_engine | Starting MT5 reconciliation
2026-02-12 18:41:36 | WARNING  | src.portfolio.reconciliation | Unknown position in MT5: BTCUSD.x | mt5_position_id=bebb1006-3ff3-4d0a-9439-80254bfa73ec
2026-02-12 18:41:36 | WARNING  | src.portfolio.portfolio_engine | Reconciliation found discrepancies, attempting auto-correction | count=1
2026-02-12 18:41:36 | WARNING  | __main__ | Portfolio reconciliation found discrepancies | count=1
2026-02-12 18:41:36 | INFO     | __main__ | System metrics | iteration=4080 | positions=1 | daily_pnl=0.0 | total_pnl=-11.57 | kill_switch=False
2026-02-12 18:41:37 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:37 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.4
2026-02-12 18:41:38 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:38 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.4
2026-02-12 18:41:39 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:39 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.3
2026-02-12 18:41:40 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:40 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.3
2026-02-12 18:41:41 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:41 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.3
2026-02-12 18:41:43 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:43 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.3
2026-02-12 18:41:44 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:44 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.3
2026-02-12 18:41:45 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:45 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.3
2026-02-12 18:41:46 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:46 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.2
2026-02-12 18:41:47 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:47 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.2
2026-02-12 18:41:47 | INFO     | src.state.state_manager | State saved successfully | positions=1 | orders=2 | balance=4725.54 | equity=4725.67
2026-02-12 18:41:48 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:48 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.2
2026-02-12 18:41:49 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:49 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.2
2026-02-12 18:41:50 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:50 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.2
2026-02-12 18:41:51 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:51 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.1
2026-02-12 18:41:52 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:52 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.1
2026-02-12 18:41:53 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
2026-02-12 18:41:53 | INFO     | src.strategies.strategy_manager | Signal suppressed (cooldown) | strategy=mean_reversion | symbol=BTCUSD | remaining_min=29.1
2026-02-12 18:41:54 | INFO     | strategy.zscore_mean_reversion | Signal generated | side=BUY | strength=0.8156166133230002 | regime=RANGE | entry=67764.66 | sl=67734.01304665723 | tp=67900.22624999999
